ICHI code	Title	Index term	Include note	Action flag	Expanded index with include note	Warning	Comments	Original full index terms	Original full include notes			Flag	Delete index term	Review index term									Original Title	Original index term
		Closed biopsy of peritoneum		I									FALSE	FALSE										Closed biopsy of peritoneum
		Needle biopsy of retroperitoneal mass		I									FALSE	FALSE										Needle biopsy of retroperitoneal mass
KMA.AE.AB	Peritoneoscopy							Laparoscopic inspection of; abdominal cavity, peritoneum; peritoneal cavity; retroperitoneum					FALSE	FALSE									Peritoneoscopy	
		Laparoscopic inspection of abdominal cavity		I									FALSE	FALSE										Laparoscopic inspection of
		Laparoscopic inspection of peritoneum		I									FALSE	FALSE										abdominal cavity, peritoneum
		Laparoscopic inspection of peritoneal cavity		I									FALSE	FALSE										peritoneal cavity
		Laparoscopic inspection of retroperitoneum		I									FALSE	FALSE										retroperitoneum
KMA.BA.BA	X-ray of the peritoneal cavity							Retroperitoneal X-ray					FALSE	FALSE									X-ray of the peritoneal cavity	
		Retroperitoneal X-ray		I									FALSE	FALSE										Retroperitoneal X-ray
KMA.BA.BB	Contrast radiography of peritoneum							Other peritoneal pneumogram; Retroperitoneal fistulogram; Retroperitoneal pneumogram					FALSE	FALSE									Contrast radiography of peritoneum	
		Other peritoneal pneumogram		I									FALSE	FALSE										Other peritoneal pneumogram
		Retroperitoneal fistulogram		I									FALSE	FALSE										Retroperitoneal fistulogram
		Retroperitoneal pneumogram		I									FALSE	FALSE										Retroperitoneal pneumogram
KMA.BA.BC	Computerised tomography of peritoneal cavity, not elsewhere classified							CT of peritoneal cavity, NEC					FALSE	FALSE									Computerised tomography of peritoneal cavity, not elsewhere classified	
		CT of peritoneal cavity, NEC		S									FALSE	FALSE										CT of peritoneal cavity, NEC
KMA.BA.BD	Computerised tomography of peritoneal cavity with intravenous contrast							CT of peritoneal cavity with IV contrast					FALSE	FALSE									Computerised tomography of peritoneal cavity with intravenous contrast	
		CT of peritoneal cavity with IV contrast		S									FALSE	FALSE										CT of peritoneal cavity with IV contrast
KMA.BA.BH	Magnetic resonance imaging of peritoneal cavity, not elsewhere classified							MRI of peritoneal cavity, NEC					FALSE	FALSE									Magnetic resonance imaging of peritoneal cavity, not elsewhere classified	
		MRI of peritoneal cavity, NEC		S									FALSE	FALSE										MRI of peritoneal cavity, NEC
KMA.BA.BI	Magnetic resonance imaging of peritoneal cavity with intravenous contrast							MRI of peritoneal cavity with IV contrast					FALSE	FALSE									Magnetic resonance imaging of peritoneal cavity with intravenous contrast	
		MRI of peritoneal cavity with IV contrast		S									FALSE	FALSE										MRI of peritoneal cavity with IV contrast
KMA.BA.BJ	Ultrasound of peritoneal cavity							Retroperitoneal ultrasound NOS					FALSE	FALSE									Ultrasound of peritoneal cavity	
		Retroperitoneal ultrasound, NOS		I									FALSE	FALSE										Retroperitoneal ultrasound NOS
KMA.DB.AE	Injection into peritoneum and peritoneal cavity							Injection of locally acting therapeutic substance into peritoneal cavity					FALSE	FALSE									Injection into peritoneum and peritoneal cavity	
		Injection of locally acting therapeutic substance into peritoneal cavity		I									FALSE	FALSE										Injection of locally acting therapeutic substance into peritoneal cavity
KMA.DN.AA	Implantation of internal device of peritoneal cavity							Insertion of ambulatory peritoneal dialysis catheter					FALSE	FALSE									Implantation of internal device of peritoneal cavity	
		Insertion of ambulatory peritoneal dialysis catheter		I									FALSE	FALSE										Insertion of ambulatory peritoneal dialysis catheter
KMA.DN.AB	Laparoscopic implantation of internal device of peritoneal cavity							Laparoscopic implantation of peritoneal dialysis catheter					FALSE	FALSE									Laparoscopic implantation of internal device of peritoneal cavity	
		Laparoscopic implantation of peritoneal dialysis catheter		I									FALSE	FALSE										Laparoscopic implantation of peritoneal dialysis catheter
KMA.DN.AE	Percutaneous implantation of internal device of peritoneal cavity							Percutaneous implantation of peritoneal dialysis catheter					FALSE	FALSE									Percutaneous implantation of internal device of peritoneal cavity	
		Percutaneous implantation of peritoneal dialysis catheter		I									FALSE	FALSE										Percutaneous implantation of peritoneal dialysis catheter
KMA.FA.AA	Incision of peritoneum							Creation of cutaneoperitoneal fistula; Exploration of ventriculoperitoneal shunt at peritoneal site; Ladd operation; Retroperitoneal dissection NOS; Revision of distal catheter of ventricular shunt; Revision of ventriculoperitoneal shunt at peritoneal site					FALSE	FALSE									Incision of peritoneum	
		Creation of cutaneoperitoneal fistula		I									FALSE	FALSE										Creation of cutaneoperitoneal fistula
		Exploration of ventriculoperitoneal shunt at peritoneal site		I									FALSE	FALSE										Exploration of ventriculoperitoneal shunt at peritoneal site
		Ladd operation		I									FALSE	FALSE										Ladd operation
		Retroperitoneal dissection NOS		R			Move to DFF.JL.AA					R?(WC)	FALSE	TRUE										Retroperitoneal dissection NOS
		Revision of distal catheter of ventricular shunt		I									FALSE	FALSE										Revision of distal catheter of ventricular shunt
		Revision of ventriculoperitoneal shunt at peritoneal site		D									TRUE	FALSE										Revision of ventriculoperitoneal shunt at peritoneal site
KMA.FC.AA	Release of peritoneal adhesions							Lysis of peritoneal adhesions; Peritoneal adhesiolysis					FALSE	FALSE									Release of peritoneal adhesions	
		Lysis of peritoneal adhesions		I									FALSE	FALSE										Lysis of peritoneal adhesions
		Peritoneal adhesiolysis		I									FALSE	FALSE										Peritoneal adhesiolysis
KMA.FC.AB	Laparoscopic release of peritoneal adhesions							Laparoscopic:; lysis of peritoneal adhesions; peritoneal adhesiolysis					FALSE	FALSE									Laparoscopic release of peritoneal adhesions	
		Laparoscopic lysis of peritoneal adhesions		I									FALSE	FALSE										Laparoscopic lysis of peritoneal adhesions
		Laparoscopic peritoneal adhesiolysis		I									FALSE	FALSE										Laparoscopic peritoneal adhesiolysis
KMA.GA.AA	Destruction of peritoneal tissue							Destruction of cul-de-sac; Obliteration of cul-de-sac					FALSE	FALSE									Destruction of peritoneal tissue	
		Destruction of cul-de-sac		I									FALSE	FALSE										Destruction of cul-de-sac
		Obliteration of cul-de-sac		I									FALSE	FALSE										Obliteration of cul-de-sac
KMA.GA.AB	Laparoscopic destruction of peritoneal tissue							Laparoscopic:; destruction of cul-de-sac; obliteration of cul-de-sac					FALSE	FALSE									Laparoscopic destruction of peritoneal tissue	
		Laparoscopic destruction of cul-de-sac		I									FALSE	FALSE										Laparoscopic destruction of cul-de-sac
		Laparoscopic obliteration of cul-de-sac		I									FALSE	FALSE										Laparoscopic obliteration of cul-de-sac
KMA.JA.AA	Irrigation of peritoneal cavity							Peritoneal lavage					FALSE	FALSE									Irrigation of peritoneal cavity	
		Peritoneal lavage		S									FALSE	FALSE										Peritoneal lavage
KMA.JA.AB	Laparoscopic irrigation of peritoneal cavity							Laparoscopic peritoneal lavage					FALSE	FALSE									Laparoscopic irrigation of peritoneal cavity	
		Laparoscopic peritoneal lavage		S									FALSE	FALSE										Laparoscopic peritoneal lavage
KMA.JA.AE	Percutaneous irrigation of peritoneal cavity							Percutaneous peritoneal lavage					FALSE	FALSE									Percutaneous irrigation of peritoneal cavity	
		Percutaneous peritoneal lavage		S									FALSE	FALSE										Percutaneous peritoneal lavage
KMA.JB.AA	Drainage of peritoneal cavity							Drainage of haemoperitoneum; Drainage, peritoneal cavity; Drainage of peritoneal abscess or haematoma; Drainage retroperitoneal abscess or haematoma					FALSE	FALSE									Drainage of peritoneal cavity	
		Drainage of haemoperitoneum		I									FALSE	FALSE										Drainage of haemoperitoneum
		Drainage, peritoneal cavity		D									TRUE	FALSE										Drainage, peritoneal cavity
		Drainage of peritoneal abscess or haematoma		I									FALSE	FALSE										Drainage of peritoneal abscess or haematoma
		Drainage retroperitoneal abscess or haematoma		I									FALSE	FALSE										Drainage retroperitoneal abscess or haematoma
KMA.JB.AB	Laparoscopic drainage of peritoneal cavity							Laparoscopic:; drainage of haemoperitoneum; drainage, peritoneal cavity; drainage of peritoneal abscess or haematoma; drainage retroperitoneal abscess or haematoma					FALSE	FALSE									Laparoscopic drainage of peritoneal cavity	
		Laparoscopic drainage of haemoperitoneum		I									FALSE	FALSE										Laparoscopic drainage of haemoperitoneum
		Laparoscopic drainage, peritoneal cavity		D									TRUE	FALSE										Laparoscopic drainage, peritoneal cavity
		Laparoscopic drainage of peritoneal abscess or haematoma		I									FALSE	FALSE										Laparoscopic drainage of peritoneal abscess or haematoma
		Laparoscopic drainage retroperitoneal abscess or haematoma		I									FALSE	FALSE										Laparoscopic drainage retroperitoneal abscess or haematoma
KMA.JB.AC	Transrectal drainage of peritoneal cavity							Transvaginal drainage of:; cul-de-sac; peritoneal cavity; pouch of douglas					FALSE	FALSE									Transrectal drainage of peritoneal cavity	
		Transvaginal drainage of cul-de-sac		I									FALSE	FALSE										Transvaginal drainage of cul-de-sac
		Transvaginal drainage of peritoneal cavity		I									FALSE	FALSE										Transvaginal drainage of peritoneal cavity
		Transvaginal drainage of pouch of douglas		I									FALSE	FALSE										Transvaginal drainage of pouch of douglas
KMA.JB.AE	Percutaneous drainage of peritoneal cavity							Percutaneous drainage of retroperitoneum; Peritoneocentesis; Paracentesis abdominis					FALSE	FALSE									Percutaneous drainage of peritoneal cavity	
		Percutaneous drainage of retroperitoneum		I									FALSE	FALSE										Percutaneous drainage of retroperitoneum
		Peritoneocentesis		S									FALSE	FALSE										Peritoneocentesis
		Paracentesis abdominis		I									FALSE	FALSE										Paracentesis abdominis
KMA.JC.AE	Peritoneal dialysis							CAPD; CCPD; Continuous ambulatory peritoneal dialysis; Continuous cycling peritoneal dialysis; Intermittent peritoneal dialysis; IPD; Tidal dialysis					FALSE	FALSE									Peritoneal dialysis	
		CAPD		I									FALSE	FALSE										CAPD
		CCPD		I									FALSE	FALSE										CCPD
		Continuous ambulatory peritoneal dialysis		I									FALSE	FALSE										Continuous ambulatory peritoneal dialysis
		Continuous cycling peritoneal dialysis		I									FALSE	FALSE										Continuous cycling peritoneal dialysis
		Intermittent peritoneal dialysis		I									FALSE	FALSE										Intermittent peritoneal dialysis
		IPD		I									FALSE	FALSE										IPD
		Tidal dialysis		I									FALSE	FALSE										Tidal dialysis
KMA.JD.AA	Removal of internal device or foreign body from peritoneal cavity							Removal of ambulatory peritoneal dialysis catheter; Removal of device from peritoneal cavity				T?	FALSE	FALSE									Removal of foreign body from peritoneal cavity	
		Removal of ambulatory peritoneal dialysis catheter		I									FALSE	FALSE										Removal of ambulatory peritoneal dialysis catheter
		Removal of device from peritoneal cavity		D									TRUE	FALSE										Removal of device from peritoneal cavity
KMA.JD.AB	Laparoscopic removal of internal device or foreign body from peritoneal cavity							Laparoscopic:; removal of device from peritoneal cavity; removal of ambulatory peritoneal dialysis catheter				T?	FALSE	FALSE									Laparoscopic removal of foreign body from peritoneal cavity	
		Laparoscopic removal of device from peritoneal cavity		D									TRUE	FALSE										Laparoscopic removal of device from peritoneal cavity
		Laparoscopic removal of ambulatory peritoneal dialysis catheter		I									FALSE	FALSE										Laparoscopic removal of ambulatory peritoneal dialysis catheter
KMA.JD.AE	Percutaneous removal of internal device or foreign body from peritoneal cavity							Percutaneous:; removal of ambulatory peritoneal dialysis catheter; removal of device from peritoneal cavity; removal of peritoneal drainage device				T?	FALSE	FALSE									Percutaneous removal of foreign body from peritoneal cavity	
		Percutaneous removal of ambulatory peritoneal dialysis catheter		I									FALSE	FALSE										Percutaneous removal of ambulatory peritoneal dialysis catheter
		Percutaneous removal of device from peritoneal cavity		D									TRUE	FALSE										Percutaneous removal of device from peritoneal cavity
		Percutaneous removal of peritoneal drainage device		I									FALSE	FALSE										Percutaneous removal of peritoneal drainage device
KMA.JH.AA	Procurement of omental tissue for graft							Procurement of free flap (e.g. omental flap)					FALSE	FALSE									Procurement of omental tissue for graft	
