ICHI code	Title	Index term	Include note	Action flag	Expanded index with include note	Warning	Action flag comments	Original full index terms	Original full include notes			Flag	Delete index term	Review index term									Original Title	Original Expanded index with include note
			bone graft	D	Partial hip replacement, femoral component with exchange of femoral stem and head via bone graft	Repeated words: [femoral]							TRUE	FALSE										Partial hip replacement, femoral component with exchange of femoral stem and head via bone graft
			that performed as a revision	D	Partial hip replacement, femoral component with exchange of femoral stem and head performed as a revision	Repeated words: [femoral]							TRUE	FALSE										Partial hip replacement, femoral component with exchange of femoral stem and head performed as a revision
		Replacement of both femoral head and acetabulum by prosthesis		I									FALSE	FALSE										
			bone graft	I	Replacement of both femoral head and acetabulum by prosthesis with bone graft								FALSE	FALSE										Replacement of both femoral head and acetabulum by prosthesis with bone graft
			that performed as a revision	D	Replacement of both femoral head and acetabulum by prosthesis performed as a revision								FALSE	FALSE										Replacement of both femoral head and acetabulum by prosthesis performed as a revision
		Resurfacing of hip joint, partial, acetabulum		D									TRUE	FALSE										
			bone graft	D	Resurfacing of hip joint, partial, acetabulum with bone graft								TRUE	FALSE										Resurfacing of hip joint, partial, acetabulum with bone graft
			that performed as a revision	D	Resurfacing of hip joint, partial, acetabulum performed as a revision								TRUE	FALSE										Resurfacing of hip joint, partial, acetabulum performed as a revision
		Resurfacing of hip joint, partial, femoral head		D									TRUE	FALSE										
			bone graft	D	Resurfacing of hip joint, partial, femoral head with bone graft								TRUE	FALSE										Resurfacing of hip joint, partial, femoral head with bone graft
			that performed as a revision	D	Resurfacing of hip joint, partial, femoral head performed as a revision								TRUE	FALSE										Resurfacing of hip joint, partial, femoral head performed as a revision
		Hip joint resurfacing arthroplasty NOS		I									FALSE	FALSE										
			bone graft	I	Hip joint resurfacing arthroplasty with bone graft, NOS								FALSE	FALSE										Hip joint resurfacing arthroplasty with bone graft, NOS
			that performed as a revision	D	Hip joint resurfacing arthroplasty performed as a revision, NOS								FALSE	FALSE										Hip joint resurfacing arthroplasty performed as a revision, NOS
		Resurfacing of hip joint, total, acetabulum and femoral head		D									TRUE	FALSE										
			bone graft	D	Resurfacing of hip joint, total, acetabulum and femoral head with bone graft								TRUE	FALSE										Resurfacing of hip joint, total, acetabulum and femoral head with bone graft
			that performed as a revision	D	Resurfacing of hip joint, total, acetabulum and femoral head performed as a revision								TRUE	FALSE										Resurfacing of hip joint, total, acetabulum and femoral head performed as a revision
		Revision of hip joint replacement, NOS		D									TRUE	FALSE										
			bone graft	D	Revision of hip joint replacement with bone graft, NOS								TRUE	FALSE										Revision of hip joint replacement with bone graft, NOS
			that performed as a revision	D	Revision of hip joint replacement performed as a revision, NOS	Repeated words: [Revision]							TRUE	FALSE										Revision of hip joint replacement performed as a revision, NOS
		Revision of hip joint replacement, not specified as to components replaced		D									TRUE	FALSE										
			bone graft	D	Revision of hip joint replacement, not specified as to components replaced with bone graft								TRUE	FALSE										Revision of hip joint replacement, not specified as to components replaced with bone graft
			that performed as a revision	D	Revision of hip joint replacement, not specified as to components replaced performed as a revision	Repeated words: [Revision]							TRUE	FALSE										Revision of hip joint replacement, not specified as to components replaced performed as a revision
		Secondary hip replacement		I									FALSE	FALSE										
			bone graft	I	Secondary hip replacement with bone graft								FALSE	FALSE										Secondary hip replacement with bone graft
			that performed as a revision	D	Secondary hip replacement performed as a revision								FALSE	FALSE										Secondary hip replacement performed as a revision
		Total hip joint replacement		D									TRUE	FALSE										
			bone graft	D	Total hip joint replacement with bone graft								TRUE	FALSE										Total hip joint replacement with bone graft
			that performed as a revision	D	Total hip joint replacement performed as a revision								TRUE	FALSE										Total hip joint replacement performed as a revision
		Reconstruction of hip joint		I									FALSE	FALSE										
			bone graft	I	Reconstruction of hip joint with bone graft								FALSE	FALSE										Total reconstruction of hip joint with bone graft
			that performed as a revision	D	Total reconstruction of hip joint performed as a revision								FALSE	FALSE										Total reconstruction of hip joint performed as a revision
MLJ.LD.AA	Open reduction of hip joint							Open reduction of dislocation of hip joint; Open reduction of fracture of hip joint	debridement				FALSE	FALSE									Open reduction of hip joint	
			debridement	I	Open reduction of hip joint with debridement								FALSE	FALSE										Open reduction of hip joint with debridement
		Open reduction of dislocation of hip joint		I									FALSE	FALSE										
			debridement	I	Open reduction of dislocation of hip joint with debridement								FALSE	FALSE										Open reduction of dislocation of hip joint with debridement
		Open reduction of fracture of hip joint		I									FALSE	FALSE										
			debridement	I	Open reduction of fracture of hip joint with debridement								FALSE	FALSE										Open reduction of fracture of hip joint with debridement
MLM.ML.AA	Reconstruction of muscle of thigh								myocutaneous flap				FALSE	FALSE									Reconstruction of muscle of thigh	
			myocutaneous flap	I	Reconstruction of muscle of thigh with myocutaneous flap								FALSE	FALSE										Reconstruction of muscle of thigh via myocutaneous flap
MMC.MK.AA	Repair of cartilage of knee							Chondroplasty of knee; Mosaicplasty of knee	multiple drilling				FALSE	FALSE									Repair of cartilage of knee	
			multiple drilling	I	Repair of cartilage of knee with multiple drilling								FALSE	FALSE										Repair of cartilage of knee - multiple drilling
		Chondroplasty of knee		I									FALSE	FALSE										
			multiple drilling	R	Chondroplasty of knee - multiple drilling		Drilling is a technique like microfracture and should be it's own index term rather than with					R?(WC)	FALSE	FALSE										Chondroplasty of knee - multiple drilling
		Mosaicplasty of knee		I									FALSE	FALSE										
			multiple drilling	D	Mosaicplasty of knee - multiple drilling								FALSE	FALSE										Mosaicplasty of knee - multiple drilling
MMC.MK.AB	Arthroscopic repair of cartilage of knee							Arthroscopic:; chondroplasty of knee; mosaicplasty of knee	multiple drilling				FALSE	FALSE									Arthroscopic repair of cartilage of knee	
			multiple drilling	I	Arthroscopic repair of cartilage of knee with multiple drilling								FALSE	FALSE										Arthroscopic repair of cartilage of knee - multiple drilling
		Arthroscopic chondroplasty of knee		I									FALSE	FALSE										
			multiple drilling	R	Arthroscopic chondroplasty of knee - multiple drilling		Drilling is a technique like microfracture and should be it's own index term rather than with					R?(WC)	FALSE	FALSE										Arthroscopic chondroplasty of knee - multiple drilling
		Arthroscopic mosaicplasty of knee		I									FALSE	FALSE										
